Label,Id,timeset,known,blockriccimaxmod,blockriccifinal,Degree,Weighted.Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Symbol,Full.Name,Gene_Name,Description,Gene_Family,AHD.2.0.hormone.annotations,GO.annotations,SideInfo_Update,SideInfo_Label,NodeAnno_Update,Plant.hormone.signal.transduction,Brassinosteroid.biosynthesis,Plant.pathogen.interaction,MAPK.signaling.pathway,Phosphatidylinositol.signaling.system,Basal.transcription.factors,Mismatch.repair,DNA.replication,Nucleotide.excision.repair,RNA.polymerase,Spliceosome,RNA.transport,RNA.degradation,Ribosome,Endocytosis,Protein.processing.in.endoplasmic.reticulum,Ubiquitin.mediated.proteolysis,Fructose.and.mannose.metabolism,Amino.sugar.and.nucleotide.sugar.metabolism,Biosynthesis.of.unsaturated.fatty.acids,alpha.Linolenic.acid.metabolism,Fatty.acid.degradation,Valine..leucine.and.isoleucine.degradation,Peroxisome,Cysteine.and.methionine.metabolism,Pyrimidine.metabolism,Purine.metabolism,Circadian.rhythm,Citrate.cycle,Pyruvate.metabolism,Glycolysis.Gluconeogenesis,Abscisic_acid,Auxin,Brassinosteroid,Cytokinin,Ethylene,Gibberellin,Jasmonic_acid,Salicylic_acid,Transcription_factor,Transporter,Stress,Abiotic_biotic_stimulus
AT5G42990,320,NA,0,2,169,4,4,11,0.196696,0.206341,3485.658849,5.00E-06,5.00E-06,108,0.000433,0,0,0,0.003531,UBIQUITIN-CONJUGATING ENZYME 18 (UBC18),UBIQUITIN-CONJUGATING ENZYME 18 (UBC18),NA,ubiquitin-conjugating enzyme 18;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43190,1547,NA,0,68,259,1,1,10,0.196615,0.206757,0,6.00E-06,6.00E-06,47,0.000147,0,0,0,0.003562,,,NA,Galactose oxidase/kelch repeat superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43280,1969,NA,0,3,295,2,2,10,0.235323,0.250026,85.313819,0.00016,0.00016,73,0.000173,0,0,0,0.010828,"DELTA(3,5),DELTA(2,4)-DIENOYL-COA ISOMERASE 1 (DCI1)","DELTA(3,5),DELTA(2,4)-DIENOYL-COA ISOMERASE 1 (ATDCI1);DELTA(3,5),DELTA(2,4)-DIENOYL-COA ISOMERASE 1 (DCI1);""DELTA(3,5),DELTA(2,4)-DIENOYL-COA ISOMERASE 1"" (DCI1)",NA,"Encodes the peroxisomal delta 3,5-delta2,4-dienoyl-CoA isomerase, a enzyme involved in degradation of unsaturated fatty acids. Gene expression is induced upon seed germination.",NA,NA,NA,fatty acid metabolism,fatty acid metabolism,fatty acid metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43320,1576,NA,0,201,479,2,2,11,0.187922,0.195295,1840.919796,6.00E-06,6.00E-06,4,0.000279,0,0,0,0.001736,CASEIN KINASE I-LIKE 8 (ckl8), (CK1.8);CASEIN KINASE I-LIKE 8 (ckl8),NA,Member of CKL gene family (CKL-C group),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43380,2370,NA,0,291,605,3,3,10,0.194442,0.203883,4783,8.00E-06,8.00E-06,73,0.000424,0,0,0,0.002625,TYPE ONE SERINE/THREONINE PROTEIN PHOSPHATASE 6 (TOPP6),TYPE ONE SERINE/THREONINE PROTEIN PHOSPHATASE 6 (TOPP6),NA,"encodes a type I serine/threonine protein phosphatase expressed in expressed in roots, rosettes and flowers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43400,1851,NA,0,245,547,1,1,13,0.125557,0.128194,0,0,0,108,0.000215,0,0,0,0.000621,,,NA,plant/protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43460,137,NA,0,11,65,8,8,10,0.230895,0.263388,834.748276,0.072379,0.072379,3,0.00048,0,0.142857,4,0.177731,,,NA,HR-like lesion-inducing protein-like protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43670,138,NA,0,11,55,3,3,12,0.206935,0.232814,103.840125,0.020578,0.020578,3,0.000214,0,0,0,0.051714, (ATSEC23G), (ATSEC23G),NA,Sec23/Sec24 protein transport family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43690,1050,NA,0,114,286,1,1,12,0.157798,0.162218,0,1.00E-06,1.00E-06,73,0.000181,0,0,0,0.000594,,,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43700,2066,NA,0,32,102,2,2,10,0.205637,0.215438,77.534608,1.70E-05,1.70E-05,57,0.000183,0,0,0,0.00348,AUXIN INDUCIBLE 2-11 (ATAUX2-11),INDOLE-3-ACETIC ACID INDUCIBLE 4 (IAA4);AUXIN INDUCIBLE 2-11 (ATAUX2-11),NA,Auxin inducible protein similar to transcription factors.,NA,,auxin,auxin,auxin,auxin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
AT5G43750,2473,NA,0,239,539,1,1,2,0.666667,0.75,0,0,0,84,0.000292,71,0,0,0.000553,PHOTOSYNTHETIC NDH  SUBCOMPLEX B 5 (PnsB5),PHOTOSYNTHETIC NDH  SUBCOMPLEX B 5 (PnsB5);NAD(P)H DEHYDROGENASE 18 (NDH18),NA,NAD(P)H dehydrogenase 18;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43830,2169,NA,0,274,586,3,3,2,0.8,0.875,5,0,0,125,0.000679,94,0,0,0.001562,,,NA,aluminum induced protein with YGL and LRDR motifs;(source:Araport11),NA,ethylene,ethylene,ethylene,ethylene,ethylene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43960,1601,NA,0,18,379,1,1,12,0.143543,0.147157,0,0,0,108,0.000191,0,0,0,0.000631,,GTPASE?ACTIVATING PROTEIN SH3-DOMAIN?BINDING PROTEIN LIKE (G3BP-LIKE),NA,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G43970,2097,NA,0,11,36,2,2,11,0.203314,0.230113,17.242028,0.02589,0.02589,3,0.000163,0,0,0,0.06213,TRANSLOCASE OF OUTER MEMBRANE 22-V (TOM22-V),TRANSLOCASE OF OUTER MEMBRANE 22-V (TOM22-V); (ATTOM22-V);TRANSLOCASE OUTER MITOCHONDRIAL MEMBRANE 22-V (TOM9-2),NA,"Subunit of the TOM complex, a translocase in the outer mitochondrial membrane that selectively allows proteins with a mitochondrial targeting sequence to enter the mitochondrion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44020,1565,NA,0,22,42,1,1,12,0.180332,0.192409,0,0.00049,0.00049,19,0.00015,0,0,0,0.004054,,,NA,"HAD superfamily, subfamily IIIB acid phosphatase;(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44040,2371,NA,0,291,605,1,1,11,0.1628,0.168165,0,0,0,73,0.000177,0,0,0,0.00066,,,NA,eisosome SEG2-like protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44070,1875,NA,0,248,551,1,1,1,1,1,0,0,0,93,0.00038,79,0,0,0.000493,CADMIUM SENSITIVE 1 (CAD1),CADMIUM SENSITIVE 1 (CAD1);PHYTOCHELATIN SYNTHASE 1 (PCS1);ARABIDOPSIS THALIANA PHYTOCHELATIN SYNTHASE 1 (ATPCS1); (ARA8),NA,"Phytochelatin synthase gene confers tolerance to cadmium ions. Catalyzes phytochelatin (PC) synthesis from glutathione (GSH) in the presence of Cd2+, Zn2+, Cu2+ and Fe3+, but not by Co2+ or Ni2+. The mRNA is cell-to-cell mobile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44090,1989,NA,0,3,495,6,6,9,0.225224,0.239202,3515.549086,5.70E-05,5.70E-05,4,0.000476,0,0,0,0.008862,,,NA,Calcium-binding EF-hand family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44110,1293,NA,0,32,461,2,2,12,0.16368,0.168551,2392,1.00E-06,1.00E-06,74,0.000354,0,0,0,0.001101,ATP-BINDING CASSETTE A21 (ABCI21), (ATPOP1);ATP-BINDING CASSETTE A21 (ABCI21); (POP1);ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN (ATNAP2),ATNAP2,Encodes a member of the NAP subfamily of ABC transporters whose expression pattern is regulated by light and sucrose.,ABC Superfamily,NA,NA,transporter,transporter,transporter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44160,2167,NA,0,112,353,1,1,12,0.169764,0.17559,0,3.00E-06,3.00E-06,62,0.000156,0,0,0,0.000751,NUTCRACKER (NUC),NUTCRACKER (NUC); (AtIDD8);INDETERMINATE DOMAIN 8 (IDD8),NA,NUC is a member of the BIRD group of transcriptional regulators and is required for the formative divisions that pattern the root.  the ground tissue into cortex and endodermis.,NA,NA,NA,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44210,2597,NA,0,32,56,1,1,10,0.212844,0.223089,0,4.40E-05,4.40E-05,57,0.000121,0,0,0,0.003859,ERF DOMAIN PROTEIN 9 (ERF9),ERF DOMAIN PROTEIN 9 (ERF9);ERF DOMAIN PROTEIN 9 (ATERF9);ERF DOMAIN PROTEIN- 9 (ATERF-9),NA,"encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-9). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole.",NA,ethylene,ethylene,ethylene,ethylene,ethylene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0
AT5G44500,544,NA,0,115,260,3,3,10,0.205355,0.216053,2660.771393,1.20E-05,1.20E-05,59,0.000329,0,0,0,0.003799,,,NA,Small nuclear ribonucleoprotein family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44520,1625,NA,0,0,249,2,2,12,0.159363,0.164858,2392,0,0,2,0.000375,0,0,0,0.001091,,,NA,NagB/RpiA/CoA transferase-like superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44550,702,NA,0,11,15,2,2,10,0.223666,0.250801,29.554212,0.030821,0.030821,3,0.000168,0,0,0,0.076462,CASP-LIKE PROTEIN 1B1 (CASPL1B1),CASP-LIKE PROTEIN 1B1 (CASPL1B1),NA,Uncharacterized protein family (UPF0497);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44565,455,NA,0,22,42,2,2,12,0.207654,0.232478,1391.951075,0.014043,0.014043,19,0.000204,0,0,0,0.03714,,,NA,transmembrane protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G44580,63,NA,0,22,42,1,1,12,0.180332,0.192409,0,0.00049,0.00049,19,0.00015,0,0,0,0.004054,,,NA,transmembrane protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45030,1995,NA,0,10,91,2,2,10,0.234447,0.24952,97.01122,0.00023,0.00023,73,0.000174,0,0,0,0.01208,,,NA,Trypsin family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45110,1172,NA,0,64,172,2,2,10,0.2046,0.214993,49.859187,8.00E-06,8.00E-06,9,0.000212,0,0,0,0.002614,NPR1-LIKE PROTEIN 3 (NPR3),NPR1-LIKE PROTEIN 3 (NPR3); (ATNPR3),NA,"Encodes NPR3, a paralog of NPR1.  Involved in negative regulation of defense responses against bacterial and oomycete pathogens.  npr3 mutants has elevated level of PR1 expression.  Interacts with TGA2, TGA3, TGA5 and TGA6 in yeast two hybrid assays. NPR3 and NPR4 are receptors for the immune signal salicylic acid. The mRNA is cell-to-cell mobile.",NA,,,multi,multi,"Stress,Abiotic_biotic_stimulus",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
AT5G45130,1107,NA,0,16,34,6,6,10,0.242011,0.267278,7490.474731,0.017666,0.017666,62,0.000397,0,0.266667,4,0.058051,RAB HOMOLOG 1 (RHA1),ROOT HANDEDNESS 1 (RHA1); (ATRAB5A); (ATRABF2A); (RABF2A);RAB HOMOLOG F2A (RAB-F2A);RAB HOMOLOG 1 (RHA1);ARABIDOPSIS RAB HOMOLOG F2A (ATRAB-F2A); (RAB5A),NA,small GTP binding protein The mRNA is cell-to-cell mobile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45300,2503,NA,0,11,65,1,1,11,0.199334,0.218846,0,0.008716,0.008716,3,0.000108,0,0,0,0.021211,BETA-AMYLASE 2 (BMY2),BETA-AMYLASE 8 (BAM8);BETA-AMYLASE 2 (BMY2),NA,Encodes a beta-amylase-like protein present in the nucleus rather than targeted to the chloroplast. Contains BRASSINAZOLE RESISTANT1 (BZR1)-type DNA binding domains.  Activates gene expression in protoplast transactivation assays.,NA,NA,NA,brassinosteroid,brassinosteroid,brassinosteroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45420,1529,NA,0,11,208,3,3,10,0.231768,0.25683,1702.947406,0.027478,0.027478,3,0.000215,0,0,0,0.068804,MEMBRANE ANCHORED MYB (maMYB),MEMBRANE ANCHORED MYB (maMYB),NA,The gene encodes a MYB transcription factor belons to R2R3-MYB family of transcription factors. Knock-down mutant analysis indicates its role in root hair elongation.,NA,NA,NA,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45440,2505,NA,0,20,32,1,1,10,0.233168,0.250122,0,8.90E-05,8.90E-05,2,0.000132,0,0,0,0.014831,,,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45490,2158,NA,0,2,196,2,2,10,0.234861,0.252353,586.2716,9.20E-05,9.20E-05,57,0.000204,0,0,0,0.015858,,,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45600,2200,NA,0,10,35,5,5,10,0.2129,0.223972,7208.564488,2.10E-05,2.10E-05,73,0.00047,0,0,0,0.005569,GLIOMAS 41 (GAS41),GLIOMAS 41 (GAS41);HOMOLOG OF YEAST YAF9 A (YAF9A);TBP-ASSOCIATED FACTOR 14B (TAF14b),NA,"The GSA41 human homolog is expressed in nuclei and binds NuMA, a component of the nuclear matrix in interphase nuclei.  It negatively regulates flowering by controlling the H4 acetylation levels in the FLC and FT chromatin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45620,662,NA,0,126,303,3,3,10,0.229434,0.245901,2968.418752,5.00E-05,5.00E-05,6,0.000319,0,0,0,0.013884,,,NA,Proteasome component (PCI) domain protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45890,2076,NA,0,128,305,1,1,11,0.174366,0.1816,0,3.40E-05,3.40E-05,62,0.000185,0,0,0,0.000779,SENESCENCE-ASSOCIATED GENE 12 (SAG12), (ATSAG12);SENESCENCE-ASSOCIATED GENE 12 (SAG12),NA,"Senescence-associated gene 12 (SAG12) encoding a cysteine protease influenced by cytokinin, auxin, and sugars.Localized to special vacuole found during senescence called senescence associated vacuoles which are different from central vacuole in the tonoplast composition and pH.",NA,NA,NA,multi,multi,"cytokinin, auxin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G45900,615,NA,0,114,286,2,2,11,0.187348,0.194895,2392,2.20E-05,2.20E-05,73,0.000292,0,0,0,0.001843,AUTOPHAGY 7 (APG7),AUTOPHAGY-RELATED 7 (ATG7); (ATATG7);PEROXISOME UNUSUAL POSITIONING 4 (PEUP4);AUTOPHAGY 7 (APG7); (ATAPG7),NA,Component of autophagy conjugation pathway. Required for proper senescence. Contributes to plant basal immunity towards fungal infection.,NA,NA,NA,NA,NA,autophagy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46030,2511,NA,0,303,617,1,1,1,1,1,0,0,0,136,0.00038,117,0,0,0.000493,,,NA,transcription elongation factor-like protein;(source:Araport11),NA,NA,NA,RNA processing,RNA processing,RNA processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46110,1064,NA,0,11,65,2,2,10,0.209142,0.229967,0,0.014091,0.014091,3,0.000159,0,1,1,0.034627,ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2 (APE2),TRIOSE-PHOSPHATE &#8260; PHOSPHATE TRANSLOCATOR (TPT);ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2 (APE2),NULL,Encodes a chloroplast triose phosphate / 3-phosphoglycerate translocator that transports triose phosphates derived from the Calvin cycle in the stroma to the cytosol for use in sucrose synthesis and other biosynthetic processes. A tpt mutant has altered acclimation responses. The mRNA is cell-to-cell mobile.,Antiporters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46170,1780,NA,0,68,259,1,1,10,0.196615,0.206757,0,6.00E-06,6.00E-06,47,0.000147,0,0,0,0.003562,,,NA,F-box family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46190,1796,NA,0,6,10,2,2,11,0.201346,0.211663,0,1.60E-05,1.60E-05,59,0.000199,0,1,1,0.003415,,,NA,RNA-binding KH domain-containing protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46570,1339,NA,0,49,334,2,2,10,0.207366,0.217096,68.434999,1.00E-05,1.00E-05,44,0.000188,0,0,0,0.002875,BRASSINOSTEROID-SIGNALING KINASE 2 (BSK2),BRASSINOSTEROID-SIGNALING KINASE 2 (BSK2),NA,"Encodes BR-signaling kinase 2 (BSK2), one of the three homologous BR-signaling kinases (BSK1, AT4G35230; BSK2, AT5G46570; BSK3, AT4G00710).  Mediates signal transduction from receptor kinase BRI1 by functioning as the substrate of BRI1. Plasma membrane localized.",NA,NA,NA,brassinosteroid,brassinosteroid,brassinosteroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
